,Source,Restaurant Name,Author,Rating,Time,Review
249,Google,MADRAS RESTAURANT- True Taste of South India,Saumil Suthar,"Rated 1.0 out of 5,",4 years ago,"This restaurant used to be good but it is a great example how mismanagement can bring restaurant downhill so fast... Let me tell you about my last experience. When we entered there were 3 occupied tables and all rest were dirty with flood plates left unattended, we had to wait for someones to clean the table before we can sit and they just cleaned one table rest were left as it is while lady was standing free on counter, another thing, you need to order at counter and pay in advance like fast-food places so just in case if you decided to order something later, you need to go to washroom, clean hands, go back to counter order and pay(btw faucet handle was broken so no water in tap and no paper towels). Which is turn off for many people.  When my order arrived they gave me plastic spoon and no other cutlery.. sambhar was just lukewarm, normally for extra sambhar you need to pay 2$ more @ counter ofcourse and 1$ for chutneys  but lady gave it to me for free but instead of 2 she just gave me just 1 bowl. There was no water at table. Dosa was so soggy it felt like they microwaved previously made dosa. Utappam was just tasteless. There are some really good options close by where ambiance is amazing, service is excellent and food is yummy at almost Same rate (Utappam is same rate, dosa is 1.5$ more) It was my last visit at this restaurant."
250,Google,MADRAS RESTAURANT- True Taste of South India,Varinda Sharma,"Rated 4.0 out of 5,",a year ago,The Onion Massala dosa is really yummy…. And the SAMBAR OMG its soooo delicious…. It adds more taste when it’s too hot . Must try Sambar here …💯🔥
251,Google,MADRAS RESTAURANT- True Taste of South India,PolarBear Kids Fun Toronto Canada,"Rated 4.0 out of 5,",4 months ago,Best dosa freshly baked yummy in north BramptonAffordableService and cleaning can be improve.Must try.
252,Google,MADRAS RESTAURANT- True Taste of South India,trisha naha,"Rated 1.0 out of 5,",5 years ago,"Not good customer service and horrible food. My family and I used to go to this restaurant often but then we moved away so we come once in a few months. In past visits, even at 9pm at least 3-4 of the tables used to be full but this time, there was no customer.  The girl at the counter wanted us to order immediately since they were closing in half an hour. I don't understand closing at 9:30 to begin with. I know we're not the only ones who eat dinner past 9.So because there was half an hour to closing and cooking the chicken items would take about 15 minutes, she refused to take any non- vegetarian orders.  The only reason we went there was to try the non vegetarian menu. We at least received our food promptly. The idli was ok but the vada and dosas tasted of oil and had no salt. She wanted to serve us our coffees with our food, I'm guessing you get us out of their quickly. At one point the waitress actually asked us to finish quickly because they had to shut down! Suffice it to say, we are never going back there again. No wonder they make you pay in advance, they know nobody would want to pay after that experience."
253,Google,MADRAS RESTAURANT- True Taste of South India,Sunil Suni,"Rated 5.0 out of 5,",2 years ago,"Been to this place recently as we got sick and tired of this virus and all... overall we had a good time,  especially my kids enjoyed a lot.... service was good and they have taken all necessary steps to keep the place hygienic.... i would love to visit again and this time around would try their special karumpudi dosa..."
254,Google,MADRAS RESTAURANT- True Taste of South India,fresheats canada,"Rated 5.0 out of 5,",3 years ago,"Amazing place with super tasty food! Being to Brampton to meet a client, And he suggested that we have lunch at this place. I'm super stoked that I  had one of the best Indian meal. Great job guys and thanks for the yummy lunch."
255,Google,MADRAS RESTAURANT- True Taste of South India,HASANDEEP KAUR GARCHA,"Rated 1.0 out of 5,",6 months ago,"Too poor service went there when there is no rush hours waited for 20 minutes for table after that 30 minutes to give order after order it took 30 more minutes, is it service????"
256,Google,MADRAS RESTAURANT- True Taste of South India,Kaushalsingh Rathor,"Rated 5.0 out of 5,",3 years ago,"Authentic south indian taste, food was really fresh and hot. Tried this place for the first time and I'll be visiting the restaurant every month to fulfill my cravings for delicious Dosa. Thanks to the staff for their great service."
257,Google,MADRAS RESTAURANT- True Taste of South India,Naz Arora,"Rated 5.0 out of 5,",3 years ago,"Delicious food, and perfectly sized portions make for a great meal. Friendly staff and nice atmosphere makes it a great experience. Mutton curry with parrota is a must try. Masala chai was good too."
258,Google,MADRAS RESTAURANT- True Taste of South India,sandeep kumar,"Rated 5.0 out of 5,",3 years ago,"Fresh yummy food, large quantities and friendly staff with big smiles. Specially they are not stingy with good quality paper napkins and other supplies; they have them all out on the open counter. Customer focused!Total value for money !!"
259,Google,MADRAS RESTAURANT- True Taste of South India,Anuj Sharma,"Rated 5.0 out of 5,",3 years ago,"Amazing Place and Great Food , We ordered a Non Veg Thali and Chicken Dosa . Chicken Curry was something I haven’t tasted in quite sometime Really Loved It ! Service is also Very good 👍🏻 ! Definitely a must Try ."
260,Google,MADRAS RESTAURANT- True Taste of South India,Sakshi Arora,"Rated 1.0 out of 5,",a year ago,Garbage and disgusting food with smelling sauces. Tried for the first time and there is no point in going back again. They serve cheap quality of food. Don’t risk your health in this pandemic by coming here.
261,Google,MADRAS RESTAURANT- True Taste of South India,Vasanth Baskaran,"Rated 5.0 out of 5,",5 years ago,"I have lived in Chennai (formerly Madras) for about 20 years and been to ton of restaurants all around Chennai. I finally found a restaurant that offers the same taste as in back home.  We tried idly, vada, ghee masala dosa, chicken masala dosa, butter chicken dosa,  chicken biryani and finished off with filter coffee which they had on promo for a $1. Food was delicious and portions were good. Idly and vada were soft and tasted great with sambar and coconut chutney. All the dosas were good. Chicken biryani was just we get in chettinadu restaurants, no egg thought :(. We dont even get the same size of dosa in chennai. Everything was served fresh and hot. This is going to be our regular spot."
262,Google,MADRAS RESTAURANT- True Taste of South India,madhu selva,"Rated 1.0 out of 5,",3 years ago,Worst Biriyani and Parotta I ever eat in my life. Being a south Indian (Madras) I always wants to try the foods in south Indian restaurant. But this try is not even worth of anything. It seems this hotel never tasted a biriyani or Parotta in Chennai(Madras).
263,Google,MADRAS RESTAURANT- True Taste of South India,Syed Gnaniarsahib,"Rated 1.0 out of 5,",4 years ago,"One of the worst South Indian restaurants I’ve been. Dosa was Ok. But Sambaar !! It’s not Sambaar. One the for sure, the chef inside has no clue about South Indian cuisine. Don’t ever order coffee even by mistake. They give hot water and charge $2.30. Got to pay first to order is an insult to the guests."
264,Google,MADRAS RESTAURANT- True Taste of South India,Karanvir Mangat,"Rated 1.0 out of 5,",6 years ago,"If you are going for Dosa its a hit or miss this restaurant clearly doesn't understand proportions or there are trying to rip you off. I ordered a butter chicken Dosa just to open it and see that there were only 5 small pieces of chicken in it to then be told that it is normal. Taste is also ""edible"" would definitely never go there again, I would have given this abomination of a restaurant a 0 but I can't write a review without clicking 1 star."
